"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"1","Abaurregaina  / Abaurrea Alta","aidengoa","aidéngoa","ai̯ðéŋgoa"
"2","Ahetze","familia","famíliá","famíliá"
"3","Ahetze","askasi","askási","aśkáśi"
"4","Aia","pariente","paríente","paríente"
"5","Aia","senitarteko","senítarrtekó","śenítar̄tekó"
"6","Aldude","yendaki","yéndakí","ǰéndakí"
"7","Aldude","aidantzan gira","áidantzán gíra","ái̯ðantsáŋ ɣíra"
"8","Alkotz","aide","áide","ái̯ðe"
"9","Alkotz","pariente","pariénte","parjénte"
"10","Altzai","askazi","askázi","aśkási"
"11","Altzai","askasgua","askasguá","aśkaźgwá"
"12","Altzürükü","askazküntza","askazk´üntza","aśkaskýntsa"
"13","Altzürükü","askasgua","askasgúa","aśkaźgúa"
"14","Altzürükü","askazi","áskazíak","áśkasíak"
"15","Amezketa","famelie","famélié","famélié"
"16","Amezketa","fameliarteko","faméliarrtekoá","faméliar̄tekoá"
"17","Amezketa","gufamiliko","gúfámilikoa","gúfámilikoa"
"18","Amezketa","guarteko","gúarrtekoá","gúar̄tekoá"
"19","Amezketa","familiko","familikó","familikɔ́"
"20","Amezketa","gure aideko","guré aidekoa","guré aiðekoa"
"21","Amezketa","gure tarteko","guré tarrtekoá","guré tar̄tekoá"
"22","Amezketa","familiarteko","fámiliarrtékoa","fámiliar̄tékoa"
"23","Amezketa","pariente","paríenték","paríenték"
"24","Andoain","fameliarteko","faméliarrtekó","famə́liar̄tekó"
"25","Andoain","arteko","arrtekó","ar̄tekó"
"26","Aniz","yendaki","yendáki","ǰendáki"
"27","Aramaio","familia","família","famílja"
"28","Aramaio","senittarte","seníttarrte","śeníttar̄te"
"29","Araotz (Oñati)","famili","famíli¡a","famíliʒa"
"30","Araotz (Oñati)","pariente","paríentiak","paríentiak"
"31","Araotz (Oñati)","senide","seníde","śeníðe"
"32","Araotz (Oñati)","senitarte","senitárrte","śenitár̄te"
"33","Arbizu","aide","aidé","ai̯ðé"
"34","Arbizu","pariente","parienté","parjenté"
"35","Arboti","familia","familia","familja"
"36","Arboti","askazgua","askázgua","aśkázgwa"
"37","Arboti","ahide","ahídiák","ahíðják"
"38","Armendaritze","ahide","ahíde","ahíðe"
"39","Armendaritze","ddendakian","ddéndakian","ddéŋdakjan"
"40","Arnegi","ahide","ahíde","ahíðe"
"41","Arnegi","ahidantxa","ahídantxá","ahíðantʃá"
"42","Arnegi","azkazi","ázkazí","áskasí"
"43","Arrangoitze","familako","familáko","familáko"
"44","Arrasate","famelia","famélia","famélia"
