"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"1","Abaurregaina  / Abaurrea Alta","ugazume","úgazúmeak","úɣasúmeak"
"2","Ahetze","anaierdi","anáierrdí","anái̯er̄ðí"
"3","Aia","anaitzako","anáitzakó","anái̯tsakó"
"4","Aldude","anaierdi","anaiérrdi","anai̯ér̄ði"
"5","Alkotz","uezak","uézak","uésak"
"6","Alkotz","uezanai","uézanáyek","uésanáǰek"
"7","Altzai","aneierdi","áneiérrdi","ánei̯ér̄ði"
"8","Altzürükü","anaierdi","anaiérdi","anai̯érdi"
"9","Altzürükü","anaierdi","anaierdi","anajerdi"
"10","Altzürükü","aurhideerdi","aurhídeerdík","au̯rhíðeerdík"
"11","Amezketa","anaiordeko","anáiorrdekó","anái̯ɔr̄ðekɔ́"
"12","Andoain","siñedeordeko","síñedeorrdekó","śíɲeðeor̄ðekó"
"13","Andoain","anaiordeko","anáiorrdekó","anái̯or̄ðekó"
"14","Aniz","anaierdi","anáierdi","anái̯ɛrði"
"15","Aramaio","nebaorde","nebáorrde","neβáor̄ðe"
"16","Aramaio","nebaerdi","nebáerrdi","neβáer̄ði"
"17","Araotz (Oñati)","anaordeko","anáorrdeko","anáor̄ðeko"
"18","Arbizu","ubezanedda","ubézaneddá","ubésaneddá"
"19","Arboti","erdianaia","érrdianáia","ér̄ðianája"
"20","Armendaritze","anaierdi","anaierrdí","anai̯er̄ðí"
"21","Arnegi","anaiaerdi","anáiaérrdi","anái̯aér̄ði"
"22","Arrangoitze","anaiaerdi","anáiaerrdí","anái̯aer̄ðí"
"23","Arrasate","anaiorde","anáiorrde","anái̯or̄ðe"
"24","Arrazola (Atxondo)","nebaorde","nébaorrde","néβaor̄ðe"
"25","Arrazola (Atxondo)","nebaerdi","nebáerrdi","neβáer̄ði"
"26","Arrieta","nebaorde","nebáorrdé","neβáor̄ðé"
"27","Arroa (Zestoa)","anaitzako","anáitzakó","anái̯tsakó"
"28","Arroa (Zestoa)","anaiordeko","anáiorrdekó","anái̯ɔr̄ðekó"
"29","Arrueta","aneiaerdi","áneiaérrdi","ánejaér̄ði"
"30","Asteasu","uazanai","uazanái","uasanái̯"
"31","Ataun","uazanai","uazanái","uasanái̯"
"32","Azkaine","anaierdi","anáierrdiá","anái̯er̄ðiá"
"33","Azkoitia","anaietzako","aná¡etzakó","anáʒɛtsakó"
"34","Azkoitia","uezanai","úezanái","úesanái̯"
"35","Azkoitia","anaitzako","anáitzakó","anái̯tsakó"
"36","Azkoitia","amanaittuk","amanaittúk","amãnai̯ttúk"
"37","Azkoitia","aittenaittuk","aitténaittúk","ai̯tténai̯ttúk"
"38","Azpeitia","anaitzeko","anáitzekó","anái̯tsekó"
"39","Azpeitia","anaierdi","anáierrdí","anái̯ɛr̄ðí"
"40","Baigorri","anaiaerdi","anaiaerrdi","anajaer̄ði"
"41","Bakio","nebaorde","nebáorrde","neβáor̄ðe"
"42","Bardoze","anea","ánea","ánea"
"43","Barkoxe","aneierdi","aneiérdi","anei̯érdi"
"44","Bastida","aneaerdi","aneaerrdi","aneaer̄ði"
"45","Beasain","anaiordeko","anáiorrdekó","anái̯or̄ðekó"
"46","Behorlegi","anaierdi","anaiérrdi","anai̯ér̄ði"
"47","Beizama","anaitzako","anáitzakó","anái̯tsakó"
"48","Bermeo","usneba","usnebá","uśneβá"
"49","Berriz","nebaerdi","nebáerrdi","neβáer̄ði"
"50","Beruete","uazanai","úazanái","úasanái̯"
"51","Beruete","anaiordeko","anáiorrdekó","anái̯or̄ðekó"
"52","Beskoitze","anaierdi","anaiérrdi","anai̯ér̄ði"
"53","Bidarrai","anaierdi","anaiérrdi","anai̯ér̄ði"
"54","Bolibar","nebaorde","nebáorrdé","neβáor̄ðé"
"55","Busturia","nebaorde","nebáorrde","neβáor̄ðe"
"56","Deba","anaierdi","anáierrdí","anái̯ɛr̄ðí"
"57","Dima","neborde","nebórrde","neβór̄ðe"
"58","Domintxaine","anaierdi","anáierdí","anájerdí"
"59","Donamaria","anaierdika","anáierrdíkAE","anái̯er̄ðíkạ"
"60","Donibane Lohizune","aurrideerdi","aurrídeerrdí","au̯RíðeeRðí"
"61","Donostia","anaiordezko","anaiorrdezko","anai̯or̄ðesko"
"62","Dorrao / Torrano","ubezanei","úbezanéi","úβesanéi̯"
"63","Eibar","anaierdi","anáierrdi","anái̯er̄ði"
"64","Elantxobe","nebaorde","nebáorrde","neβáor̄ðe"
"65","Elduain","anaiordeko","anáiorrdekó","anái̯or̄ðekó"
"66","Elduain","uazanai","uázanái","uásanái̯"
"67","Elgoibar","anaierdi","anáierrdi","anái̯er̄ði"
"68","Elorrio","nebaorde","nébaorrde","néβaor̄ðe"
"69","Erratzu","anaierdi","anaiérdi","anai̯ɛ́rði"
"70","Errezil","anaiatzako","anáiatzakó","anái̯atsakó"
"71","Errigoiti","nebaorde","nebáorrde","neβáor̄ðe"
"72","Eskiula","anaierdi","ánaiérdi","ánai̯érdi"
"73","Eskiula","aurhiderdi","aurhidérdi","au̯rhidérdi"
"74","Etxalar","seniderdi","seníderrdí","śeníðɛr̄ðí"
"75","Etxaleku","uezanei","uézáneyék","uésáneǰék"
"76","Etxarri (Larraun)","uazanai","úazanái","úasanái̯"
"77","Etxebarri","nebaordeko","nebáorrdeko","neβáor̄ðeko"
"78","Etxebarria","nebaerdi","nébaérrdi","néβaɛ́r̄ði"
"79","Eugi","uezanai","uézanayák","uésanaǰák"
"80","Ezkio-Itsaso","anaiordeko","anáiorrdekó","anái̯or̄ðekó"
"81","Ezkurra","anaierdi","anaierrdí","anai̯ɛr̄ðí"
"82","Ezterenzubi","anaierdi","anáierrdi","anái̯er̄ði"
"83","Gaintza","anaiordeko","anáiorrdekó","anái̯or̄ðekó"
"84","Gaintza","anaeordeko","anaéórdekó","anaéɔ́rðekó"
"85","Gamarte","aurrideerdi","aurrídeerrdí","au̯r̄íðeer̄ðí"
"86","Gamiz-Fika","nebaorde","nebáorrde","neβáor̄ðe"
"87","Garrüze","aneierdi","aneierdí","anei̯erðí"
"88","Getaria","anayordeko","anáyorrdekó","anáǰɔr̄ðekó"
"89","Getaria","anaitzako","anáitzakó","anái̯tsakó"
"90","Getxo","nebeordeko","nebéorrdeko","neβéor̄ðeko"
"91","Gizaburuaga","nebaerdi","nebáerrdi","neβáer̄ði"
"92","Goizueta","anaiaordeko","anáiaorrdekó","anájaor̄ðekó"
"93","Hazparne","aneierdi","aneiérrdi","anɛi̯ér̄ði"
"94","Hendaia","anaierdi","anaierrdí","anai̯eRðí"
"95","Hendaia","aurrideerdi","aurridéerrdi","au̯RiðéeRði"
"96","Hernani","anaiordeko","anáiorrdekó","anái̯ɔr̄ðekó"
"97","Hondarribia","anayerde","anayerrde","anaǰer̄ðe"
"98","Ibarruri (Muxika)","nebaorde","nebáorrde","neβáor̄ðe"
"99","Igoa","anaiordeko","anáiorrdekó","anái̯ɔr̄ðekó"
"100","Ikaztegieta","anaiordeko","anaiorrdeko","anai̯or̄ðeko"
"101","Irisarri","aneierdi","aneiérrdi","anɛi̯ér̄ði"
"102","Itsasu","anaiaerdi","anáiaerrdí","anái̯aer̄ðí"
"103","Izturitze","haurrideerdi","haurrideerrdi","hau̯r̄iðeer̄ði"
"104","Jaurrieta","ugazanae","ugázanaé","uɣásanaé"
"105","Jutsi","haurrideerdi","haurrideerrdi","hau̯r̄iðeer̄ði"
"106","Jutsi","aneiaerdi","aneiaerrdi","anejaer̄ði"
"107","Kortezubi","nebaorde","nebáorrde","neβáor̄ðe"
"108","Landibarre","aneiaerdi","anéiaérdi","anɛ́i̯aérði"
"109","Larrabetzu","nebaorde","nebáorrde","neβáor̄ðe"
"110","Larraine","anaieerdi","anáieerdi","anái̯eerdi"
"111","Larzabale","haurriderdi","haurriderrdi","hau̯r̄iðer̄ði"
"112","Larzabale","anaierdi","anaierrdi","anai̯er̄ði"
"113","Lasarte-Oria","anaiordeko","anáiorrdekó","anái̯or̄ðekó"
"114","Laukiz","nebaorde","nebáorrde","neβáor̄ðe"
"115","Legazpi","anaiordeko","anaiorrdeko","anai̯or̄ðeko"
"116","Legazpi","anaitzako","anaitzako","anai̯tsako"
"117","Legazpi","anailekuko","anailekuko","anai̯lekuko"
"118","Leintz Gatzaga","nebaorde","nebáorrde","neβáor̄ðe"
"119","Leioa","nebaordeko","nebáorrdeko","neβáor̄ðeko"
"120","Leitza","senideerdi","sénideerrdí","śéniðeɛr̄ðí"
"121","Lekaroz","aurrideerdi","aurrídeérrdi","au̯r̄íðɛér̄ði"
"122","Lekaroz","anaierdi","anáierdi","anái̯ɛrði"
"123","Lekeitio","nebaorde","nebáorrde","neβáor̄ðe"
"124","Lemoa","neboorde","nebóorrde","neβóor̄ðe"
"125","Lemoiz","nebaorde","nebáorrde","neβáor̄ðe"
"126","Luzaide / Valcarlos","aurrideerdi","aurrídeérrdi","au̯r̄íðeér̄ði"
"127","Makea","anaierdi","anáierrdí","anái̯er̄ðí"
"128","Mañaria","nebaorde","nébaórrde","néβaór̄ðe"
"129","Mendaro","anaierdi","anáierrdí","anái̯ɛr̄ðí"
"130","Mendata","nebaorda","nebáorrda","neβáor̄ða"
"131","Montori","anaierdi","ánaierdi","ánai̯erdi"
"132","Mugerre","anierdi","anierrdi","anier̄ði"
"133","Mungia","nebaorde","nebáorrde","neβáor̄ðe"
"134","Oderitz","goazanai","goázanái","ɣoásanái̯"
"135","Oiartzun","uazanai","uázanái","uá:sanái̯"
"136","Oñati","anaerdi","anáerrdi","anáer̄ði"
"137","Ondarroa","nebaorde","nebaórrde","neβaór̄ðe"
"138","Ondarroa","nebaerdi","nebaérrdi","neβaér̄ði"
"139","Orio","anaiordeko","anáiorrdekó","anái̯ɔr̄ðekó"
"140","Orozko","nebaerdi","nebaérrdi","neβaér̄ði"
"141","Otxandio","nebaorde","nebaórrde","neβaór̄ðe"
"142","Pagola","anaierdi","anáierdi","anái̯erdi"
"143","Pasaia","anaiordeko","anáiorrdekó","anái̯or̄ðekó"
"144","Santa Grazi","haurhiderdi","haurrhidérrdi","hau̯r̄hiðér̄ði"
"145","Sara","anaierdi","anáiérrdi","anái̯ér̄ði"
"146","Senpere","anaiaerdi","anáiaérrdi","anái̯aér̄ði"
"147","Sohüta","aneierdi","áneiérdi","ánei̯érdi"
"148","Sondika","nebaorde","nebáorrde","neβáor̄ðe"
"149","Suarbe","ermanastro","errmanástro","ɛr̄manáśtro"
"150","Sunbilla","senideerdi","senídeerdi","śeníðeerði"
"151","Sunbilla","anaierdi","anáierdí","anái̯erðí"
"152","Tolosa","uasanai","uásanái","uáśanái̯"
"153","Uharte Garazi","anaierdi","anáiérrdi","anái̯ér̄ði"
"154","Urdiain","ubazanai","úbazanayák","úβasanaǰák"
"155","Urdiñarbe","aneierdi","aneiérdi","anei̯érdi"
"156","Urketa","anaiaerdi","anáiaerrdí","anájaer̄ðí"
"157","Urretxu","uezanai","uézanái","uésanái̯"
"158","Ürrüstoi","anaierdi","anaiérdi","anai̯érdi"
"159","Uztaritze","anaierdi","anaiérrdi","anai̯ér̄ði"
"160","Zaratamo","nebaordesko","nebáorrdésko","neβáor̄ðéśko"
"161","Zeanuri","nebaorde","nebaórrde","neβaór̄ðe"
"162","Zeberio","nebaorde","nebáorrde","neβáor̄ðe"
"163","Zeberio","nebaordeko","nebáorrdeko","neβáor̄ðeko"
