"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"1","Abaurregaina  / Abaurrea Alta","zar","zárr","sár̄"
"2","Ahetze","zaar","zaárr","saár̄"
"3","Ahetze","adineko presuna","adíneko prresúna","aðíneko pr̄eśúna"
"4","Aia","atton","attón","attón"
"5","Aia","gizonzar","gízonzárr","ɣísonsár̄"
"6","Aia","agure","agúre","aɣúre"
"7","Aldude","gizonzaar","gizónzaárr","gisóŋsaár̄"
"8","Aldude","senton","sentón","śentón"
"9","Alkotz","zar","zárrak","sár̄ak"
"10","Alkotz","gizonzar","gizónzarrá","gisónsar̄á"
"11","Altzai","gizuntxahar","gízuntxahárr","gísuntʃahár̄"
"12","Altzürükü","gizonadineko","gizonadinekó","gisonaðinekó"
"13","Altzürükü","adin handiko gizon","ádin handíko gizóna","áðin handíko ɣisóna"
"14","Amezketa","gizonzaar","gízonzaárr","gísonsaár̄"
"15","Amezketa","gizoneraretu","gizóneráretu","gisónɛrárɛtu"
"16","Andoain","zar","zárr","sár̄"
"17","Andoain","aure","aúre","aúre"
"18","Andoain","gizasemezar","gizásemezárr","gisáśemesár̄"
"19","Andoain","attonazar","attónazarra","attónasar̄a"
"20","Aniz","zaar","záarr","sáar̄"
"21","Aniz","attun","áttun","áttun"
"22","Aramaio","naustu","náustu","náu̯śtu"
"23","Aramaio","agura","águra","áɣura"
"24","Aramaio","gisonsar","gísonsarr","ɣíśonśar̄"
"25","Araotz (Oñati)","gixonsar","gixónsarr","ɣiʃónśar̄"
"26","Araotz (Oñati)","agura","agúra","aɣúra"
"27","Arbizu","aitun","aitún","ai̯tún"
"28","Arboti","gizonphausatia","gízompháusatia","gísompháu̯śatja"
"29","Arboti","adin handiko gizon","ádin hándiko gizóna","áðin hándiko gisóna"
"30","Arboti","zahar","zahárra","sahár̄a"
"31","Arboti","xahar","xahárra","ʃahár̄a"
"32","Armendaritze","gizoñtxaar","gízoñtxáarr","gísoɲtʃáar̄"
"33","Arnegi","gizontxahar","gizóntxahárr","ɣisóntʃahár̄"
"34","Arnegi","gizonadinetako","gizónadínetako","ɣisónaðínetako"
"35","Arrangoitze","gizonzaar","gizónzaárr","ɣisónsaár̄"
"36","Arrangoitze","aure","aúre","aúre"
"37","Arrasate","sar","sárr","śár̄"
"38","Arrasate","agure","agúre","aɣúre"
"39","Arrazola (Atxondo)","aguresar","agúresarr","aɣúreśar̄"
"40","Arrieta","edadeko","edádeko","eðáðeko"
"41","Arrieta","agure","agúré","aɣúré"
"42","Arrieta","sar","sarr","śar̄"
"43","Arroa (Zestoa)","gizonzar","gízonzárr","gísonsár̄"
"44","Arroa (Zestoa)","aittona","aittóna","ai̯ttóna"
"45","Arroa (Zestoa)","agurezar","agúrezárr","aɣúresár̄"
"46","Arrueta","xahartia","xaharrtia","ʃahar̄tja"
"47","Arrueta","gizonxahar","gízonxahárr","gísonʃahár̄"
"48","Asteasu","gizonzar","gízonzárr","gísonsár̄"
"49","Asteasu","aure","áure","áu̯re"
"50","Asteasu","atton","attón","attón"
"51","Ataun","aittona","aittoná","ai̯ttoná"
"52","Ataun","agure","aguré","aɣuré"
"53","Ataun","aittonazaar","aittonázaárr","ai̯ttonásaár̄"
"54","Ataun","personalarri","perrsonalarrí","pɛr̄śonalar̄í"
"55","Azkaine","xaar","xaárr","ʃaár̄"
"56","Azkoitia","gizonzar","gizónzarr","ɣisónsar̄"
"57","Azkoitia","agurezar","agúrezárr","aɣúresár̄"
"58","Azpeitia","gizonzar","gizónzárr","ɣisónsár̄"
"59","Azpeitia","agure","agúre","aɣúre"
"60","Baigorri","xahar","xaharr","ʃahar̄"
"61","Bakio","gixonsar","gixonsárr","ɣiʃonśár̄"
"62","Bakio","agure","agúre","aɣúre"
"63","Bardoze","adineko","adíneko","aðíneko"
"64","Bardoze","xahar","xahárrak","ʃahár̄ak"
"65","Barkoxe","gizunadineko","gizunadinéko","gisunaðinéko"
"66","Barkoxe","gizuntzahar","gizuntzahár","gisuntsahár"
"67","Bastida","gizontxahar","gizontxaharr","gisontʃahar̄"
"68","Beasain","gurasozaarra","gurásozaárra","guráśosaár̄a"
"69","Beasain","agure","agúre","aɣúre"
"70","Beasain","attonazar","attónazarr","attónasa:r̄"
"71","Beasain","attonaedadetu","attónaedádetu","attónaɛðáðetu"
"72","Behorlegi","gizontxaar","gizóntxaarr","gisóntʃaar̄"
"73","Beizama","edadeko gizon","edádeko gizóná","eðáðeko ɣisóná"
"74","Beizama","agure","águré","áɣuré"
"75","Beizama","aittonazar","aittónazarrá","ai̯ttónasar̄á"
"76","Beizama","aittona","aittóna","ai̯ttóna"
"77","Bergara","gizonzar","gizonzárr","gisonsár̄"
"78","Bergara","agurezar","agúrezárr","aɣúresár̄"
"79","Bermeo","agure","aguré","aɣuré"
"80","Berriz","edadeko","edádeko","eðáðeko"
"81","Berriz","gixonsar","gixónsarr","ɣiʃónśar̄"
"82","Berriz","sar","sarr","śar̄"
"83","Berriz","aguresar","agúresárr","aɣúreśár̄"
"84","Beruete","aorazar","aórazárr","aórasár̄"
"85","Beruete","attun","attún","attún"
"86","Beskoitze","gizontxahar","gizontxahárr","ɣisontʃahár̄"
"87","Beskoitze","adineko gizon","adíneko gizón","aðíneko ɣisón"
"88","Bidarrai","gizonxahar","gizónxahárr","ɣisónʃahár̄"
"89","Bolibar","gisonsar","gisónsarr","giśónśar̄"
"90","Bolibar","aguresar","agúresárr","aɣúreśár̄"
"91","Busturia","sar","sárr","śár̄"
"92","Busturia","agure","agúre","aɣúre"
"93","Deba","gisonsar","gisónsárr","giśónśár̄"
"94","Deba","agure","agúre","aɣúre"
"95","Dima","sar","sarr","śar̄"
"96","Dima","agure","agúre","aɣúre"
"97","Domintxaine","xahar","xahár","ʃahár"
"98","Donamaria","gizasmezar","gizásmezárr","gisáśmesár̄"
"99","Donamaria","attun","attun","attun"
"100","Donibane Lohizune","gizonxar","gizonxárr","ɣisonʃáR"
"101","Donibane Lohizune","adineko","adíneko","aðíneko"
"102","Donostia","agure","agúre","aɣúre"
"103","Donostia","zar","zarr","sar̄"
"104","Donostia","atton","attón","attón"
"105","Donostia","gizonzar","gizónzárra","gisónsár̄a"
"106","Dorrao / Torrano","gizonzar","gizonzárr","ɣisonsár̄"
"107","Eibar","eraretu","eráretu","eráretu"
"108","Eibar","gisonsar","gísonsár","ɣíśonźár"
"109","Elantxobe","sar","sárr","śár̄"
"110","Elantxobe","agura","agúra","aɣúra"
"111","Elduain","atton","átton","átton"
"112","Elduain","zar","zárrá","sár̄á"
"113","Elduain","zar","zárr","sá:r̄"
"114","Elduain","edadetu","edádetu","eðáðetu"
"115","Elgoibar","gisonedadetu","gisónedádetu","ɣiśóneðáðetu"
"116","Elgoibar","gisonsaar","gisónsaárr","ɣiśónśaár̄"
"117","Elorrio","aguresar","agúresarr","aɣúreśar̄"
"118","Erratzu","zaar","zaárr","saár̄"
"119","Erratzu","gizonzaar","gízonzaarr","gísonsaar̄"
"120","Errezil","gizonzar","gizónzárr","gisónsár̄"
"121","Errezil","agure","aguré","aɣuré"
"122","Errezil","aittona","aittoná","ai̯ttoná"
"123","Errezil","edadetutako","edádetutakók","eðáðetutakók"
"124","Errigoiti","sar","sarr","śar̄"
"125","Errigoiti","aguresar","agurésarr","aɣuréśar̄"
"126","Eskiula","egintia","egíntia","eɣíntia"
"127","Eskiula","adineko","ádinekuá","áðinekuá"
"128","Eskiula","xahar","xáhar","ʃáhar"
"129","Etxalar","gizonadintuku","gizónadíntuku","gisónaðíntuku"
"130","Etxalar","attunzar","attúnzarr","attúnsar̄"
"131","Etxalar","gizonzar","gizónzárr","gisónsár̄"
"132","Etxalar","agure","agúre","aɣúre"
"133","Etxaleku","attun","attún","attún"
"134","Etxaleku","gizonzar","gizónzárr","gisónsár̄"
"135","Etxarri (Larraun)","gizontzar","gízontzárr","ɣísontsár̄"
"136","Etxarri (Larraun)","attun","attún","attún"
"137","Etxebarri","sar","sárr","śár̄"
"138","Etxebarri","aguresar","agúresarr","aɣúreśar̄"
"139","Etxebarria","gisonsar","gisónSZárr","giśóns̟ár̄"
"140","Etxebarria","aguresar","agúresárr","aɣúreśár̄"
"141","Eugi","gizonaadinetako","gizónaadínetakoá","gisónaaðínetakoá"
"142","Eugi","gizonzar","gizónzárra","gisónsár̄a"
"143","Eugi","adinetako","adínetakoá","aðínetakoá"
"144","Ezkio-Itsaso","aittonzar","áittonzárr","ái̯ttonsá:r̄"
"145","Ezkio-Itsaso","gizonzar","gízonzárr","ɣísonsá:r̄"
"146","Ezkio-Itsaso","aittonzaar","áittonzáarrák","ái̯ttonsáar̄ák"
"147","Ezkurra","gizonzar","gizónzárr","gisónsár̄"
"148","Ezkurra","attun","attún","attún"
"149","Ezkurra","aure","auré","au̯ré"
"150","Ezterenzubi","aitatxizahar","aitátxizahárr","ai̯tátʃisahár̄"
"151","Ezterenzubi","gizontzahar","gizontzahárr","gisontsahár̄"
"152","Gaintza","attun","attún","attún"
"153","Gaintza","edadetu","edádetú","eðáðetú"
"154","Gamarte","gizontxahar","gízontxahárr","gísontʃahár̄"
"155","Gamiz-Fika","gixonsar","gixónsarr","giʃónśar̄"
"156","Gamiz-Fika","agure","aguré","aɣuré"
"157","Garrüze","gizonadintako","gizonadintáko","gisonaðintáko"
"158","Garrüze","gizoñtxaar","gizóñtxáar","gisóɲtʃáar"
"159","Getaria","gisonsar","gísonSZárr","ɣíśons̟ár̄"
