"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"1","Abaurregaina  / Abaurrea Alta","goñata","goñáta","goɲáta"
"2","Ahetze","koinat","koinát","koi̯nát"
"3","Aia","koñata","koñáta","koɲáta"
"4","Aldude","koinat","kóinat","kói̯nat"
"5","Alkotz","koñata","koñáta","koɲáta"
"6","Altzai","küñata","küñáta","kyɲáta"
"7","Altzürükü","küñat","küñát","kyɲã́t"
"8","Amezketa","koñata","koñatá","koɲatá"
"9","Andoain","koñeta","koñetá","koɲetá"
"10","Aniz","koñata","koñáta","koɲáta"
"11","Aramaio","koñeta","kóñeta","kóɲeta"
"12","Araotz (Oñati)","koñata","koñáta","koɲáta"
"13","Arbizu","goñeta","góñetá","góɲetá"
"14","Arboti","belezerra","bélezérra","bélœsœ́r̄a"
"15","Arboti","koinata","kóinata","kói̯nata"
"16","Armendaritze","koinat","koinát","koi̯nát"
"17","Arnegi","koñat","kóñat","kóɲat"
"18","Arrangoitze","koinata","kóinata","kói̯nata"
"19","Arrasate","koñeta","koñéta","koɲéta"
"20","Arrazola (Atxondo)","koñeta","koñéta","koɲéta"
"21","Arrieta","koñeta","koñétá","koɲétá"
"22","Arroa (Zestoa)","koñata","koñáta","koɲáta"
"23","Arrueta","belzer","belzérr","belsœ́r̄"
"24","Asteasu","koñata","kóñata","kóɲata"
"25","Ataun","koñata","koñatá","koɲatá"
"26","Azkaine","koñata","koñáta","koɲáta"
"27","Azkoitia","koñeta","koñéta","koɲéta"
"28","Azpeitia","koñeta","koñéta","koɲéta"
"29","Baigorri","koinat","koinat","koi̯nat"
"30","Bakio","koñeta","koñéta","koɲéta"
"31","Bardoze","koinat","koinát","koi̯nát"
"32","Barkoxe","küñata","küñáta","kyɲáta"
"33","Bastida","koinat","koinát","koi̯nát"
"34","Beasain","koñata","koñáta","koɲáta"
"35","Behorlegi","koñat","koñát","koɲát"
"36","Beizama","koñata","kóñatá","kóɲatá"
"37","Bergara","koñeta","koñéta","koɲéta"
"38","Bermeo","koñata","koñáta","koɲáta"
"39","Berriz","koñeta","koñéta","koɲéta"
"40","Beruete","koñata","kóñatá","kóɲatá"
"41","Beruete","ezkonaizpe","ezkónaizpé","eskónai̯spé"
"42","Beruete","ezkonarreba","ezkónarrebá","eskónar̄ɛβá"
"43","Beskoitze","koinat","kóinat","kói̯nat"
"44","Bidarrai","koinat","kóinat","kói̯nat"
"45","Bolibar","koñeta","koñéta","koɲéta"
"46","Busturia","koñeta","koñéta","koɲéta"
"47","Deba","koñat","koñát","koɲát"
"48","Deba","koñata","koñáta","koɲáta"
"49","Dima","kuñeta","kuñéta","kuɲéta"
"50","Domintxaine","küñata","küñata","kyɲata"
"51","Domintxaine","kuñata","kuñata","kuɲata"
"52","Donamaria","koñata","koñáta","koɲáta"
"53","Donibane Lohizune","koñata","koñatá","koɲatá"
