"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"1","Abaurregaina  / Abaurrea Alta","lengusu","lengúsu","leŋgúśu"
"2","Ahetze","leenkusin","leénkusín","leéŋkuśín"
"3","Aia","lengusu","lengusú","leŋguśú"
"4","Aia","lengusupropiyo","lengúsuprópiyo","leŋgúśuprópiǰo"
"5","Aldude","lenkusi","lénkusí","lé:ŋkuśí"
"6","Alkotz","lengusu","lengúsua","leŋgúśwa"
"7","Altzai","kosi","kosí","koźí"
"8","Altzai","kosi","kosí","koźi"
"9","Altzai","kosiküzüñak","kósíküzüñák","kóźíkysỹɲák"
"10","Altzai","kosilehen","kósilehéna","kóźilehéna"
"11","Altzai","bigeren kosi","bígeren kosí","bíɣereŋ koźí"
"12","Altzürükü","kosi","kosí","koźí"
"13","Amezketa","lengusu","léngusú","léŋguśú"
"14","Andoain","lengusu","léngusú","léŋguśú"
"15","Aniz","lengusu","lengúsu","leŋgúśu"
"16","Aramaio","primo","prrímo","pr̄ímo"
"17","Aramaio","lengusu","léngusu","léŋguśu"
"18","Araotz (Oñati)","primo","prrímo","pr̄ímo"
"19","Arbizu","lengusu","lengusú","leŋguśú"
"20","Arboti","kusilehen","kúsilehén","kúśilehén"
"21","Armendaritze","lehenkusi","lehénkusí","lehéŋkuśí"
"22","Arnegi","kusi","kúsi","kúśi"
"23","Arnegi","lehenkusi","lehénkúsi","lehénkúśi"
"24","Arrangoitze","leenkusina","leénkusína","leéŋkuśína"
"25","Arrasate","primo","prrímo","pr̄ímo"
"26","Arrazola (Atxondo)","lengusu","léngusu","léŋguśu"
"27","Arrieta","lengusu","léngusú","léŋguśú"
"28","Arroa (Zestoa)","lengusu","lengusú","leŋguśú"
"29","Arrueta","lenkusi","lenkusiak","leŋkuśiak"
"30","Arrueta","kusi","kúsi","kúśi"
"31","Asteasu","lengusu","léngusú","lé:ŋguśú"
"32","Asteasu","lengusupropiddua","lengusúpropiddua","leŋguśúpropiddua"
"33","Ataun","lengusu","lengusú","leŋguśú"
"34","Azkaine","kusiña","kusíña","kuśíɲa"
"35","Azkoitia","lengusu","léngusu","léŋguśu"
"36","Azpeitia","lengusu","lengusú","leŋguśú"
"37","Baigorri","kusi","kusi","kuśi"
"38","Baigorri","lehenkusi","lehenkusi","leheŋkuśi"
"39","Bakio","lengusu","léngusu","léŋguśu"
"40","Bardoze","kusi","kúsiak","kúśjak"
"41","Bardoze","kusipropio","kúsiprópio","kúśiprópjo"
"42","Bardoze","kusiurrundiak","kúsiurrúndiak","kúśiur̄úndjak"
"43","Barkoxe","kusi","kúsi","kúźi"
"44","Bastida","lehenkuzi","lehenkuzi","leheŋkusi"
"45","Bastida","kuzittipi","kuzittipi","kusittipi"
"46","Bastida","kuzi","kuzi","kusi"
"47","Beasain","lengusu","léngusu","léŋɣuśu"
"48","Behorlegi","kusi","kusí","kuśí"
"49","Behorlegi","leenkusi","leénkusi","leéŋkuśi"
"50","Beizama","lengusu","léngusú","léŋguśú"
"51","Bergara","lengusu","léngusú","léŋguśú"
"52","Bermeo","lenguso","lengúso","leŋgúśo"
"53","Berriz","lengusu","léngusu","léŋguśu"
"54","Beruete","lenguse","léngusé","léŋguśé"
"55","Beskoitze","kusi","kúsi","kúśi"
"56","Beskoitze","lehenkusi","léhenkusí","léheŋkuśí"
"57","Bidarrai","lehenkusi","lehénkúsi","lehéŋkúśi"
"58","Bolibar","lengusu","léngusu","léŋguśu"
"59","Busturia","lengusu","lengúsu","leŋgúśu"
"60","Deba","lenguso","lengusó","leŋguśó"
"61","Dima","lengusu","léngusu","léŋguśu"
"62","Domintxaine","lehenkusi","lehénkusi","lehéŋkuźi"
"63","Domintxaine","kusilehen","kúsilehen","kúźilehen"
"64","Donamaria","lengusu","lengúsu","leŋgúśu"
"65","Donibane Lohizune","leenkusin","léenkúsin","léeŋkúśin"
"66","Donibane Lohizune","kusiñ","kusíñ","kuśíɲ"
"67","Donostia","lengusu","lengúsu","leŋgúśu"
"68","Dorrao / Torrano","lengusu","lengusú","leŋguśú"
"69","Eibar","lengosu","léngosu","léŋgośu"
"70","Elantxobe","lenguso","lénguso","léŋguśo"
"71","Elduain","lengusu","léngusú","léŋguśú"
"72","Elgoibar","lengusu","lengusú","leŋguśú"
"73","Elorrio","lengusu","léngusu","léŋguśu"
"74","Erratzu","lengusu","léngusu","léŋguśu"
"75","Errezil","lengusu","lengusú","leŋguśú"
"76","Errigoiti","lengusu","léngusu","léŋguśu"
"77","Eskiula","kosi","kosí","koźí"
"78","Etxalar","lenguse","lengúsia","leŋgúśia"
"79","Etxalar","lenguse","lengúse","leŋgúśe"
"80","Etxaleku","lenguso","léngusó","léŋguśó"
"81","Etxarri (Larraun)","lenguse","léngusé","léŋguśé"
"82","Etxebarri","lengusu","lengúsu","leŋgúśu"
"83","Etxebarria","lengosu","lengósu","leŋgóśu"
"84","Eugi","lengusu","lengúsua","leŋgúśwa"
"85","Ezkio-Itsaso","lengusu","léngusú","léŋguśú"
"86","Ezkurra","lenguse","lengusé","lẽŋguśé"
"87","Ezterenzubi","kusi","kúsi","kúśi"
"88","Ezterenzubi","kusilehen","kusilehén","kuśilehén"
"89","Gaintza","lengusu","lengusú","leŋguśú"
"90","Gamarte","leenkusi","leénkusí","leéŋkuśí"
"91","Gamiz-Fika","lengusu","léngusu","léŋguśu"
"92","Garrüze","kusi","kúsi","kúśi"
"93","Getaria","lengusu","lengusú","leŋguśú"
"94","Getxo","lengusu","léngusu","léŋguśu"
"95","Gizaburuaga","lengusu","lengúsu","leŋgúśu"
"96","Goizueta","lengusu","léngusu","léŋguśu"
"97","Hazparne","kusi","kúsi","kúśi"
"98","Hazparne","lehenkusi","lehénkusí","lehéŋkuśí"
"99","Hendaia","kusiñ","kusíñ","kuśíɲ"
"100","Hendaia","leenkusiñ","leénkusíñ","lɛɛ́ŋkuśíɲ"
"101","Hernani","lengusu","lengusú","leŋguśú"
"102","Hondarribia","lengusu","lengúsu","leŋgúśu"
"103","Ibarruri (Muxika)","lengusu","léngusu","léŋguśu"
"104","Igoa","lengusi","léngusIE","léŋguśẹ"
"105","Ikaztegieta","lengusu","lengusu","leŋguśu"
"106","Irisarri","kusi","kusí","kuśí"
"107","Itsasu","kusi","kúsi","kúśi"
"108","Izturitze","lehenkusi","lehénkusi","lehéŋkuśi"
"109","Jaurrieta","bigarren lioba","bigárren lióba","biɣár̄en lióβa"
"110","Jaurrieta","lengusu","lengúsua","leŋgúśwa"
"111","Jutsi","kusilehen","kusilehen","kuśilehen"
"112","Jutsi","kusi","kusi","kuśi"
"113","Kortezubi","lengusu","léngusu","léŋguśu"
"114","Landibarre","kusilehen","kúsilehém","kúśilehém"
"115","Larrabetzu","lengusu","léngusu","léŋguśu"
"116","Larraine","kosi","kósi","kóźi"
"117","Larzabale","kusi","kúsi","kúśi"
"118","Larzabale","lehenkusi","lehénkusi","lehéŋkuśi"
"119","Lasarte-Oria","lengusu","lengusú","leŋguśú"
"120","Laukiz","lengusu","léngusu","léŋguśu"
"121","Legazpi","lengusu","lengusu","leŋguśu"
"122","Legazpi","lenbusu","lembusu","lembuśu"
"123","Leintz Gatzaga","lengusu","lengúsu","leŋgúśu"
"124","Leintz Gatzaga","primo","prrímo","pr̄ímo"
"125","Leioa","lengusu","léngusu","léŋguśu"
"126","Leitza","lengusu","lengúsu","leŋgúśu"
"127","Lekaroz","lengusu","lengúsu","leŋgúśu"
"128","Lekeitio","lenguso","lengúso","leŋgúśo"
"129","Lemoa","lengusu","léngusu","léŋguśu"
"130","Lemoiz","lengusu","léngusu","léŋguśu"
"131","Luzaide / Valcarlos","lehenkusi","lehénkúsi","lehéŋkúśi"
"132","Makea","kusi","kúsi","kúśi"
"133","Makea","lehekusi","lehékúsi","lehékúśi"
"134","Mañaria","lengusu","léngusu","léŋguśu"
"135","Mendaro","lenguso","léngusó","léŋguśó"
"136","Mendaro","propixo","prrópixó","pr̄ɔ́piʃó"
"137","Mendata","lengusu","lengúsu","leŋgúśu"
"138","Mezkiritz","lengusu","lengúsu","leŋgúśu"
"139","Montori","kosi","kosi","koźi"
"140","Montori","kosilehen","kósiléhen","kóźiléhen"
"141","Mugerre","kusi","kusi","kuśi"
"142","Mugerre","lehenkusi","lehenkusi","leheŋkuśi"
"143","Mungia","lengusu","lengusu","leŋguśu"
"144","Oderitz","lengusi","léngusí","léŋguśí"
"145","Oiartzun","lengusu","léngusú","léŋguśú"
"146","Oñati","primo","prrímo","pr̄ímo"
"147","Ondarroa","lengusu","lengúsu","leŋgúśu"
"148","Orexa","lengusu","lengúsu","leŋgúśu"
"149","Orio","lengusu","léngusú","léŋguśú"
"150","Orozko","lengusu","lengúsu","leŋgúśu"
"151","Otxandio","lengusu","lengúsu","leŋgúśu"
"152","Pagola","kosi","kosí","koźí"
"153","Pagola","kosilehen","kosilehen","koźilehen"
"154","Pasaia","lengusu","léngusuá","léŋguśuá"
