"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"1","Abaurregaina  / Abaurrea Alta","atsozar","átsozárra","átśosár̄a"
"2","Abaurregaina  / Abaurrea Alta","maztekizar","maztékizárra","mastékisár̄a"
"3","Ahetze","atso","atsó","atśó"
"4","Aia","amandre","amandré","amandré"
"5","Aia","amona","amóna","amóna"
"6","Aia","emakumezar","emákumezárr","emákumesár̄"
"7","Aldude","emaztezaar","emáztezaárr","emástesaár̄"
"8","Aldude","atsozaar","átsozaárr","átśosaár̄"
"9","Alkotz","zar","zárrak","sár̄ak"
"10","Alkotz","andrezar","andrrézárra","andr̄ésár̄a"
"11","Altzai","emaztexahar","emáztexahárr","emásteʃahár̄"
"12","Altzürükü","adin handiko emazte","adin hándiko emazté","aðin hándiko emasté"
"13","Altzürükü","emaztxahar","emáztxahár","emástʃahár"
"14","Amezketa","emakumezaar","emákumezaárr","emákumesaár̄"
"15","Amezketa","emakumedaretu","emákumedáretu","emákume:ðáretu"
"16","Andoain","emakumezar","emákumezárr","emákumesár̄"
"17","Andoain","atso","atsó","atśó"
"18","Andoain","amonazar","amónazarra","amónasar̄a"
"19","Aniz","andrezar","andrézar","andrésar"
"20","Aniz","atso","átso","átśo"
"21","Aramaio","andrasar","ándrrasarr","ándr̄aśar̄"
"22","Araotz (Oñati)","andrasar","andrrásarr","andr̄áśar̄"
"23","Araotz (Oñati)","atzosar","atzósarr","atsóśar̄"
"24","Arbizu","amiñ","amíñ","amíɲ"
"25","Arboti","emaztezahar","emáztezahárra","emástesahár̄a"
"26","Arboti","adinetako","adínetako","aðínetako"
"27","Armendaritze","emaztexahar","emáztexáharr","emásteʃáhar̄"
"28","Armendaritze","atso","atsó","atśó"
"29","Arnegi","emaztexahar","emaztéxáharr","emastéʃáhar̄"
"30","Arnegi","atxo","atxó","atʃó"
"31","Arrangoitze","emaztekizaar","emáztekizaárr","emástekisaár̄"
"32","Arrangoitze","atso","átso","átśo"
"33","Arrasate","andrasar","andrrásarr","andr̄áśar̄"
"34","Arrasate","atzo","átzo","átso"
"35","Arrazola (Atxondo)","atzosar","atzósarr","atsóśar̄"
"36","Arrazola (Atxondo)","andrasar","andrrásarr","andr̄áśar̄"
"37","Arrieta","atzo","atzó","atsó"
"38","Arrieta","andrasar","andrásarr","andráśar̄"
"39","Arrieta","atzosar","atzósárr","atsóśár̄"
"40","Arroa (Zestoa)","atsozar","átsozárr","átśosár̄"
"41","Arroa (Zestoa)","emakumezar","emákumezárr","emákumesár̄"
"42","Arroa (Zestoa)","amona","amóna","amóna"
"43","Arrueta","emaztexaharño","emáztexahárrño","emásteʃahár̄ɲo"
"44","Asteasu","andrezar","andrezárr","andresár̄"
"45","Asteasu","amona","amóná","amóná"
"46","Asteasu","atso","atsó","atśó"
"47","Ataun","andrazaar","andrazaárr","andrasaár̄"
"48","Ataun","andrazar","ándrazarrá","ándrasar̄á"
"49","Ataun","personalarri","perrsónalarrí","pɛr̄śónalar̄í"
"50","Azkaine","xaar","xaarr","ʃaar̄"
"51","Azkaine","atso","atsóa","atśóa"
"52","Azkoitia","andrazar","andrrazárr","andr̄asár̄"
"53","Azkoitia","atxozar","atxózarr","atʃósar̄"
"54","Azkoitia","atxo","átxo","átʃo"
"55","Azpeitia","emakumezar","emákumezárr","emákumesár̄"
"56","Azpeitia","atso","atsó","atśó"
"57","Baigorri","amatxi","amatxi","amatʃi"
"58","Baigorri","atso","atso","atśo"
"59","Bakio","enbrasar","embrrásarr","embr̄áśar̄"
"60","Bakio","atzo","átzo","átso"
"61","Bardoze","emaztexahar","emáztexahárr","emásteʃahár̄"
"62","Barkoxe","emaztezahar","emaztezahár","emastesahár"
"63","Barkoxe","emazteadineko","emazteadinéko","emasteaðinéko"
"64","Bastida","emaztexahar","emaztexahárr","emasteʃahár̄"
"65","Beasain","atso","atso","atśo"
"66","Beasain","amonazar","amónazarr","amónasar̄"
"67","Behorlegi","emaztexaar","emáztexaarr","emásteʃaar̄"
"68","Behorlegi","atsozaar","átsozaárr","átśosaár̄"
"69","Beizama","edadeko","edádekó","eðáðekó"
"70","Beizama","atso","átso","átśo"
"71","Bergara","emakumezar","emakúmezárr","emakúmesár̄"
"72","Bergara","atxozar","átxozárr","átʃosár̄"
"73","Bermeo","atzo","atzó","atsó"
"74","Berriz","andrasar","andrásarr","andráśar̄"
"75","Berriz","andraedadeko","andráedádeko","andráeðáðeko"
"76","Berriz","atzosar","átzosárr","átsośár̄"
"77","Beruete","emaztezar","emáztezárr","emástesár̄"
"78","Beskoitze","emaztxahar","emáztxáharr","emástʃáhar̄"
"79","Beskoitze","atso","átso","átśo"
"80","Beskoitze","adineko emazte","adínekoemázte","aðínekoemáste"
"81","Bidarrai","emaztexahar","emáztexahárr","emásteʃahár̄"
"82","Bidarrai","atso","atsó","atśó"
"83","Bolibar","andrasa","andrása","andráśa"
"84","Bolibar","atzosar","atzósarr","atsóśar̄"
"85","Busturia","andrasar","andrrásarr","andr̄áśar̄"
"86","Busturia","atzo","atzó","atsó"
"87","Deba","andrazar","andrázárr","andrásár̄"
"88","Deba","atzo","atzó","atsó"
"89","Deba","amonazar","amónaSZárr","amónas̟ár̄"
"90","Deba","atzosar","atzóSZarr","atsós̟ar̄"
"91","Dima","andrasar","andrasárr","andraśár̄"
"92","Dima","atzo","átzo","átso"
"93","Domintxaine","xahartü","xahártü","ʃahárty"
"94","Domintxaine","atsozahar","atsozahár","atśosahár"
"95","Donamaria","makamezar","mákamezárr","mákamesár̄"
"96","Donamaria","atso","atsó","atśó"
"97","Donamaria","makmezartu","mákmezárrtu","mákmesár̄tu"
"98","Donibane Lohizune","emaztexar","emaztéxarr","ɛmastéʃaR"
"99","Donibane Lohizune","atso","atsó","atśó"
"100","Donostia","amonazar","amónazarr","amónasar̄"
"101","Donostia","atsozar","atsozarr","atśosar̄"
"102","Dorrao / Torrano","emakumezar","emákumezárr","emákumesár̄"
"103","Eibar","andrazar","ándrazar","ándrasar"
"104","Elantxobe","atzo","atzó","atsó"
"105","Elantxobe","andrasar","andrrásarr","andr̄áśar̄"
"106","Elduain","amon","amón","amón"
"107","Elduain","zar","zárrá","sár̄á"
"108","Elduain","zar","zárr","sá:r̄"
"109","Elduain","edadetu","edádetu","eðáðetu"
"110","Elgoibar","andrazaar","andrázaár","andrásaár"
"111","Elgoibar","andrazar","ándrazar","ándrasar"
"112","Elorrio","atzosar","atzósarr","atsóśar̄"
"113","Erratzu","maztekizaar","maztékizaar","mastékisaar"
"114","Erratzu","atso","átso","átśo"
"115","Errezil","emakumezar","emákumezárr","emákumesár̄"
"116","Errezil","amona","amoná","amoná"
"117","Errezil","atso","atsó","atśó"
"118","Errezil","edadetutako","edádetutakók","eðáðetutakók"
"119","Errigoiti","atzosar","atzósarr","atsóśar̄"
"120","Errigoiti","andrasar","andrásarr","andráśar̄"
"121","Eskiula","xahar","xáhar","ʃáhar"
"122","Etxalar","emagmezar","emágmezárr","emágmesár̄"
"123","Etxalar","atso","atsó","atśó"
"124","Etxaleku","amona","ámoná","ámoná"
"125","Etxaleku","andrezar","ándrrezárr","ándr̄esár̄"
"126","Etxarri (Larraun)","emakumezar","emákumézárr","emákumésár̄"
"127","Etxarri (Larraun)","atso","atsó","atśó"
"128","Etxebarri","atzosar","atzósarr","atsóśar̄"
"129","Etxebarri","andrasar","andrrásarr","andr̄áśar̄"
"130","Etxebarria","atzosar","atzóSZarr","atsós̟ar̄"
"131","Etxebarria","andresar","andrésarr","andréśar̄"
"132","Eugi","maztekizar","maztékizárra","mastékisár̄a"
"133","Eugi","atsozar","atsózarrá","atśósar̄á"
"134","Eugi","adinetako","adínetakoá","aðínetakoá"
"135","Ezkio-Itsaso","emakumazar","emákumazárr","emákumasá:r̄"
"136","Ezkio-Itsaso","atso","atsó","atśó"
"137","Ezkio-Itsaso","andrazar","ándrrazárr","ándr̄asár̄"
"138","Ezkurra","emakomezar","emákomezárr","emákomesár̄"
"139","Ezkurra","atso","atsó","atśó"
"140","Ezkurra","andrezar","andrrézarr","andr̄ésar̄"
"141","Ezterenzubi","emaztexahar","emáztexahárr","emásteʃahár̄"
"142","Ezterenzubi","atsozahar","atsozahárr","atśosahár̄"
"143","Gaintza","amona","amóná","amóná"
"144","Gaintza","emakomeedadetu","emákomeedádetú","emákomeeðáðetú"
"145","Gamarte","emaztexahar","emáztexahárr","emásteʃahár̄"
"146","Gamiz-Fika","atzosar","atzósarr","atsóśar̄"
"147","Garrüze","emazteadintako","emazteadintákoak","emasteaðintákoak"
"148","Garrüze","atso","atsó","atśó"
"149","Getaria","amonazar","amónaSZárr","amónas̟ár̄"
"150","Getaria","atzo","atzó","atsó"
"151","Getaria","atzosar","átzoSZárr","átsos̟ár̄"
"152","Getxo","atzosar","atzósarr","atsóśar̄"
"153","Getxo","enbrasar","émbrasarr","émbraśar̄"
"154","Gizaburuaga","andrasar","andrrasárr","andr̄aśár̄"
"155","Gizaburuaga","atzo","átzo","átso"
"156","Gizaburuaga","atzosar","atzósarr","atsóśar̄"
"157","Goizueta","zar","zárr","sá:r̄"
"158","Goizueta","atsozar","atsózarrá","atśósar̄á"
"159","Hazparne","emaztexahar","emáztexaharr","emásteʃahar̄"
"160","Hazparne","atso","átso","átśo"
"161","Hendaia","andrexaar","andrréxaárr","andRéʃaáR"
"162","Hendaia","atso","átso","átśo"
"163","Hernani","zaarr","zaárr","saár̄"
"164","Hernani","atso","atsó","atśó"
"165","Hernani","amonzar","ámonzarr","ámonsar̄"
"166","Hernani","edadeko","édadekó","éðaðekó"
"167","Hondarribia","amonasar","amónasarr","amónaśar̄"
"168","Hondarribia","atsosar","atsosarr","atśośar̄"
