"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"1","Abaurregaina  / Abaurrea Alta","gizon","gízon","ɣíson"
"2","Ahetze","gizon","gízon","gíson"
"3","Ahetze","yinustri","yinústrri","ǰinúśtr̄i"
"4","Aia","gizon","gizón","ɣisón"
"5","Aia","gizaseme","gizásemé","ɣisáśemé"
"6","Aia","gizonezko","gizónezkó","ɣisóneskó"
"7","Aldude","gizon","gízon","ɣíson"
"8","Aldude","gizonki","gízonki","gísoŋki"
"9","Alkotz","gizon","gizóm","gisóm"
"10","Altzai","gizun","gizún","gisún"
"11","Altzürükü","gizon","gízon","gíson"
"12","Amezketa","gizonezko","gizónezkó","ɣisóneskɔ́"
"13","Amezketa","gizaseme","gizáseme","gisáśeme"
"14","Amezketa","gisaseme","gisásemé","giśáśemé"
"15","Andoain","gizon","gizón","gisón"
"16","Andoain","gizonezko","gizónezkó","gisóneskó"
"17","Andoain","gizaseme","gizáseme","ɣisáśeme"
"18","Aniz","gizon","gizóm","gisóm"
"19","Aniz","gizonki","gizónki","gisóŋki"
"20","Aramaio","gisakume","gisákume","ɣiśákume"
"21","Aramaio","gisonesko","gísonesko","ɣíśoneśko"
"22","Araotz (Oñati)","gisakume","gisákume","giśákume"
"23","Arbizu","gizon","gízon","ɣíson"
"24","Arboti","gizon","gízon","gíson"
"25","Arboti","gizun","gizún","gisún"
"26","Armendaritze","gizon","gízon","ɣíson"
"27","Armendaritze","gizonki","gizonkí","ɣisoŋkí"
"28","Arnegi","gizon","gízon","ɣíson"
"29","Arrangoitze","gizon","gízon","ɣíson"
"30","Arrasate","gison","gíson","ɣíśon"
"31","Arrasate","gisonesko","gisonésko","ɣiśonéśko"
"32","Arrazola (Atxondo)","gixonesko","gixónesko","ɣiʃóneśko"
"33","Arrieta","gixon","gixón","giʃón"
"34","Arrieta","gixonesko","gixonesko","giʃoneśko"
"35","Arroa (Zestoa)","gizon","gizón","ɣisón"
"36","Arroa (Zestoa)","gizonezko","gizónezkó","ɣisóneskó"
"37","Arroa (Zestoa)","gizaseme","gizásemé","ɣisáśemé"
"38","Arrueta","gizon","gízon","gíson"
"39","Arrueta","gizun","gízun","gísun"
"40","Asteasu","gizonezko","gizónezkó","ɣisóneskó"
"41","Asteasu","gizaseme","gízasemé","gísaśemé"
"42","Ataun","gizonezko","gizonezkó","ɣisoneskó"
"43","Ataun","gizaseme","gizasemé","ɣisaśemé"
"44","Ataun","gizon","gizón","ɣisón"
"45","Azkaine","gizon","gízon","ɣíson"
"46","Azkoitia","gizonezko","gizonézko","ɣisonésko"
"47","Azkoitia","gizon","gízon","ɣíson"
"48","Azpeitia","gizonezko","gizónezkó","ɣisóneskó"
"49","Azpeitia","gizaseme","gizásemé","ɣisáśemé"
"50","Baigorri","gizon","gizon","gison"
"51","Baigorri","gizonki","gizonki","gisoŋki"
"52","Bakio","gixon","gixón","ɣiʃón"
"53","Bakio","prakadun","prakádun","prakáðun"
"54","Bakio","gixonesko","gixonésko","ɣiʃonéśko"
"55","Bardoze","gizon","gízon","gíson"
"56","Bardoze","gizonki","gizónkia","gisóŋkja"
"57","Bardoze","gizonki","gizónkia","gisóŋkia"
"58","Barkoxe","gizun","gízun","gísun"
"59","Bastida","gizon","gizon","gison"
"60","Beasain","gizonezko","gizónezko","ɣisónesko"
"61","Behorlegi","gizon","gizón","ɣisón"
"62","Behorlegi","gizonki","gízonki","gísoŋki"
"63","Beizama","gizon","gizón","gisón"
