"","Herria","Lema","Erantzuna","Erantzuna (fon)"
"1","Abaurregaina  / Abaurrea Alta","goñatu","goñátu","ɣoɲátu"
"2","Ahetze","koinat","koinát","koi̯nát"
"3","Aia","kuñao","kuñaó","kuɲaó"
"4","Aia","kuñado","kuñadó","kuɲaðó"
"5","Aia","koñaua","kóñaua","kóɲau̯a"
"6","Aia","koñadua","kóñadua","kóɲaðua"
"7","Aldude","koinat","kóinat","kói̯nat"
"8","Alkotz","koñadoa","koñádoa","koɲáðoa"
"9","Altzai","küñat","küñát","kyɲát"
"10","Altzürükü","küñat","küñát","kyɲã́t"
"11","Amezketa","koñaro","koñáró","koɲárɔ́"
"12","Andoain","koñado","kóñadó","kóɲaðó"
"13","Aniz","koñadu","koñádu","koɲáðu"
"14","Aramaio","koñetu","kóñetu","kóɲetu"
"15","Araotz (Oñati)","koñatu","koñátu","koɲátu"
"16","Arbizu","goñedo","goñedó","ɣoɲeðó"
"17","Arboti","bofrera","bofréra","bofréra"
"18","Arboti","koinata","kóinata","kói̯nata"
"19","Armendaritze","koinat","kóinat","kói̯nat"
"20","Arnegi","koñat","kóñat","kóɲat"
"21","Arrangoitze","koinata","kóinata","kói̯nata"
"22","Arrasate","koñetu","koñétu","koɲétu"
"23","Arrazola (Atxondo)","koñetu","koñétu","koɲétu"
"24","Arrieta","koñetu","koñétú","koɲétú"
"25","Arroa (Zestoa)","koñaro","koñaró","koɲaró"
"26","Arrueta","kuñat","kuñat","kuɲat"
"27","Asteasu","koñado","kóñadó","kóɲaðó"
"28","Ataun","koñado","koñadó","koɲaðó"
"29","Azkaine","koñado","koñádo","koɲáðo"
"30","Azkoitia","koñero","kóñero","kóɲero"
"31","Azpeitia","koñedo","koñédo","koɲéðo"
"32","Baigorri","koinat","koinat","koi̯nat"
"33","Bakio","koñetu","koñétu","koɲétu"
"34","Bardoze","koinat","koinát","koi̯nát"
"35","Barkoxe","küñat","küñát","kyɲát"
"36","Bastida","koinat","koinát","koi̯nát"
"37","Beasain","koñado","koñado","koɲaðo"
"38","Behorlegi","koñat","koñát","koɲát"
"39","Beizama","koñao","kóñaó","kóɲaó"
"40","Bergara","koñetu","koñétu","koɲétu"
"41","Bermeo","koñeto","koñetó","koɲetó"
"42","Berriz","koñetu","koñétu","koɲétu"
"43","Beruete","koñado","koñadó","koɲaðó"
"44","Beruete","ezkonanai","ezkónanái","eskónanái̯"
"45","Beskoitze","koinat","kóinat","kói̯nat"
"46","Bidarrai","koinat","kóinat","kói̯nat"
"47","Bolibar","koñetu","koñétu","koɲétu"
"48","Busturia","koñetu","koñétu","koɲétu"
"49","Deba","koñau","koñáu","koɲáu̯"
"50","Dima","kuñetu","kuñétu","kuɲétu"
"51","Domintxaine","küñata","k´üñata","kýɲata"
"52","Domintxaine","kuñata","kúñata","kúɲata"
"53","Donamaria","koñadu","koñádu","koɲáðu"
"54","Donibane Lohizune","koñata","koñatá","koɲatá"
"55","Donostia","koñau","koñáu","koɲáu̯"
"56","Dorrao / Torrano","goñedo","goñédo","ɣoɲéðo"
"57","Eibar","koñetu","koñétu","koɲɛ́tu"
"58","Elantxobe","koñetu","koñétu","koɲétu"
"59","Elduain","koñado","kóñadó","kóɲaðó"
"60","Elgoibar","koñao","koñáo","koɲáɔ"
"61","Elorrio","koñetu","koñétu","koɲétu"
"62","Erratzu","koñadu","kóñadu","kóɲaðu"
"63","Errezil","koñado","koñadó","koɲaðó"
"64","Errigoiti","koñetu","koñétu","koɲétu"
"65","Eskiula","küñat","küñát","kyɲát"
"66","Etxalar","koñado","koñádo","koɲáðo"
"67","Etxaleku","koñado","koñadó","koɲaðó"
"68","Etxarri (Larraun)","koñado","kóñadó","kóɲaðó"
"69","Etxebarri","koñetu","koñétu","koɲétu"
"70","Etxebarria","koñatu","koñátu","koɲátu"
"71","Eugi","goñatue","goñátue","ɣoɲátwe"
"72","Ezkio-Itsaso","koñado","koñadó","koɲaðó"
"73","Ezkurra","koñado","koñadó","koɲaðó"
"74","Ezterenzubi","koinat","koinát","koi̯nát"
"75","Gaintza","goñao","góñaó","ɣóɲaó"
"76","Gamarte","koñat","koñát","koɲát"
"77","Gamiz-Fika","kuñetu","kuñétu","kuɲétu"
"78","Gamiz-Fika","koñetu","koñétu","koɲétu"
"79","Garrüze","kuñat","kúñat","kúɲat"
"80","Getaria","koñaro","koñaró","koɲaró"
"81","Getxo","koñetu","koñetú","koɲetú"
"82","Gizaburuaga","koñatu","koñátu","koɲátu"
"83","Goizueta","koñado","koñadó","koɲaðɔ́"
"84","Hazparne","koinat","kóinat","kói̯nat"
"85","Hendaia","koñado","koñádo","koɲáðo"
"86","Hernani","koñao","koñaó","koɲaɔ́"
"87","Hondarribia","koñado","koñádo","koɲáðo"
"88","Ibarruri (Muxika)","koñetu","koñétu","koɲétu"
"89","Igoa","koñado","kóñadó","kóɲaðó"
"90","Ikaztegieta","koñado","koñádo","koɲáðo"
"91","Irisarri","koinata","koináta","koi̯náta"
"92","Itsasu","koinat","kóinat","kói̯nat"
"93","Izturitze","koinat","kóinat","kói̯nat"
"94","Jaurrieta","guñate","guñaté","ɣuɲaté"
"95","Jutsi","koinat","koinat","koi̯nat"
"96","Kortezubi","koiñetu","koiñétu","koi̯ɲétu"
"97","Landibarre","koñat","koñát","koɲát"
